OrderID,Status,Date,Time,Cost,Item,
30803,Complete,6/3/2025,15:22,7,Classic Milk Tea,0
30804,Complete,6/3/2025,11:33,23,"Matcha Tea, Fruit Tea, Fruit Tea",0
30805,Complete,6/3/2025,21:52,23.5,"Fruit Tea, Taro Tea, Taro Tea",0
30806,Complete,6/3/2025,9:47,14,"Classic Milk Tea, Classic Milk Tea",0
30807,Complete,6/3/2025,10:18,16,"Matcha Tea, Matcha Tea",0
30808,Complete,6/3/2025,12:34,15,"Matcha Tea, Classic Milk Tea",0
30809,Complete,6/3/2025,11:50,7,Classic Milk Tea,0
30810,Complete,6/3/2025,12:41,23,"Matcha Tea, Matcha Tea, Classic Milk Tea",0
30811,Complete,6/3/2025,18:19,23.5,"Taro Tea, Matcha Tea, Fruit Tea",0
30812,Complete,6/3/2025,18:29,15,"Taro Tea, Classic Milk Tea",0
30813,Complete,6/3/2025,19:54,16,"Taro Tea, Matcha Tea",0
30814,Complete,6/3/2025,11:18,24,"Matcha Tea, Matcha Tea, Taro Tea",0
30815,Complete,6/3/2025,11:05,22.5,"Classic Milk Tea, Fruit Tea, Matcha Tea",0
30816,Complete,6/3/2025,20:17,24,"Taro Tea, Taro Tea, Taro Tea",0
30817,Complete,6/3/2025,12:47,8,Matcha Tea,0
30818,Complete,6/3/2025,13:29,7.5,Fruit Tea,0
30819,Complete,6/3/2025,20:28,14,"Classic Milk Tea, Classic Milk Tea",0
30820,Complete,6/3/2025,19:18,8,Taro Tea,0
30821,Complete,6/3/2025,19:38,23,"Taro Tea, Taro Tea, Classic Milk Tea",0
30822,Complete,6/3/2025,11:45,24,"Taro Tea, Matcha Tea, Taro Tea",0
30823,Complete,6/3/2025,17:16,22,"Fruit Tea, Classic Milk Tea, Fruit Tea",0
30824,Complete,6/3/2025,9:36,23.5,"Taro Tea, Taro Tea, Fruit Tea",0
30825,Complete,6/3/2025,9:59,23,"Taro Tea, Classic Milk Tea, Taro Tea",0
30826,Complete,6/3/2025,13:14,22.5,"Matcha Tea, Classic Milk Tea, Fruit Tea",0
30827,Complete,6/3/2025,18:37,14.5,"Fruit Tea, Classic Milk Tea",0
30828,Complete,6/3/2025,13:55,23.5,"Fruit Tea, Matcha Tea, Taro Tea",0
30829,Complete,6/3/2025,16:50,8,Matcha Tea,0
30830,Complete,6/3/2025,11:09,8,Taro Tea,0
30831,Complete,6/3/2025,12:49,8,Matcha Tea,0
30832,Complete,6/3/2025,21:40,22.5,"Matcha Tea, Fruit Tea, Classic Milk Tea",0
30833,Complete,6/3/2025,10:29,7,Classic Milk Tea,0
30834,Complete,6/3/2025,20:34,22,"Matcha Tea, Classic Milk Tea, Classic Milk Tea",0
30835,Complete,6/3/2025,14:57,22.5,"Fruit Tea, Taro Tea, Classic Milk Tea",0
30836,Complete,6/3/2025,11:22,16,"Taro Tea, Taro Tea",0
30837,Complete,6/3/2025,11:27,14.5,"Fruit Tea, Classic Milk Tea",0
30838,Complete,6/3/2025,13:28,8,Taro Tea,0
30839,Complete,6/3/2025,11:30,15,"Matcha Tea, Classic Milk Tea",0
30840,Complete,6/3/2025,16:47,8,Matcha Tea,0
30841,Complete,6/3/2025,10:46,15.5,"Taro Tea, Fruit Tea",0
30842,Complete,6/3/2025,17:23,7.5,Fruit Tea,0
30843,Complete,6/3/2025,9:03,21.5,"Classic Milk Tea, Classic Milk Tea, Fruit Tea",0
30844,Complete,6/3/2025,11:53,23,"Fruit Tea, Fruit Tea, Taro Tea",0
30845,Complete,6/3/2025,20:09,24,"Taro Tea, Taro Tea, Taro Tea",0
30846,Complete,6/3/2025,10:55,23.5,"Fruit Tea, Taro Tea, Matcha Tea",0
30847,Complete,6/3/2025,21:44,16,"Taro Tea, Matcha Tea",0
30848,Complete,6/3/2025,15:04,7.5,Fruit Tea,0
30849,Complete,6/3/2025,14:59,23.5,"Taro Tea, Taro Tea, Fruit Tea",0
30850,Complete,6/3/2025,15:07,23.5,"Taro Tea, Matcha Tea, Fruit Tea",0
30851,Complete,6/3/2025,19:04,22.5,"Fruit Tea, Matcha Tea, Classic Milk Tea",0
30852,Complete,6/3/2025,18:33,15.5,"Taro Tea, Fruit Tea",0
30853,Complete,6/3/2025,12:18,22.5,"Classic Milk Tea, Taro Tea, Fruit Tea",0
30854,Complete,6/3/2025,9:50,8,Matcha Tea,0
30855,Complete,6/3/2025,12:43,22.5,"Classic Milk Tea, Fruit Tea, Taro Tea",0
30856,Complete,6/3/2025,12:36,23.5,"Taro Tea, Fruit Tea, Taro Tea",0
30857,Complete,6/3/2025,20:44,8,Matcha Tea,0
30858,Complete,6/3/2025,15:09,15,"Taro Tea, Classic Milk Tea",0
30859,Complete,6/3/2025,18:40,15,"Matcha Tea, Classic Milk Tea",0
30860,Complete,6/3/2025,13:23,14.5,"Fruit Tea, Classic Milk Tea",0
30861,Complete,6/3/2025,16:32,22.5,"Classic Milk Tea, Taro Tea, Fruit Tea",0
30862,Complete,6/3/2025,21:39,21,"Classic Milk Tea, Classic Milk Tea, Classic Milk Tea",0
30863,Complete,6/3/2025,19:20,8,Matcha Tea,0
30864,Complete,6/3/2025,13:09,16,"Taro Tea, Matcha Tea",0
30865,Complete,6/3/2025,21:47,15,"Classic Milk Tea, Taro Tea",0
30866,Complete,6/3/2025,19:12,23.5,"Taro Tea, Matcha Tea, Fruit Tea",0
30867,Complete,6/3/2025,11:22,7.5,Fruit Tea,0
30868,Complete,6/3/2025,13:42,22.5,"Taro Tea, Classic Milk Tea, Fruit Tea",0
30869,Complete,6/3/2025,9:22,7.5,Fruit Tea,0
30870,Complete,6/3/2025,11:57,15.5,"Fruit Tea, Matcha Tea",0
30871,Complete,6/4/2025,9:21,15.5,"Fruit Tea, Matcha Tea",0
30872,Complete,6/4/2025,17:07,14.5,"Classic Milk Tea, Fruit Tea",0
30873,Complete,6/4/2025,14:24,8,Taro Tea,0
30874,Complete,6/4/2025,16:42,23.5,"Taro Tea, Fruit Tea, Taro Tea",0
30875,Complete,6/4/2025,13:56,23.5,"Matcha Tea, Matcha Tea, Fruit Tea",0
30876,Complete,6/4/2025,11:31,14,"Classic Milk Tea, Classic Milk Tea",0
30877,Complete,6/4/2025,13:23,23.5,"Matcha Tea, Taro Tea, Fruit Tea",0
30878,Complete,6/4/2025,14:46,15.5,"Taro Tea, Fruit Tea",0
30879,Complete,6/4/2025,12:59,23,"Taro Tea, Classic Milk Tea, Taro Tea",0
30880,Complete,6/4/2025,9:17,15.5,"Fruit Tea, Matcha Tea",0
30881,Complete,6/4/2025,17:35,15,"Classic Milk Tea, Matcha Tea",0
30882,Complete,6/4/2025,12:27,7,Classic Milk Tea,0
30883,Complete,6/4/2025,21:15,15.5,"Matcha Tea, Fruit Tea",0
30884,Complete,6/4/2025,19:02,22.5,"Fruit Tea, Matcha Tea, Classic Milk Tea",0
30885,Complete,6/4/2025,12:46,16,"Matcha Tea, Matcha Tea",0
30886,Complete,6/4/2025,19:30,23,"Matcha Tea, Classic Milk Tea, Taro Tea",0
30887,Complete,6/4/2025,18:49,8,Matcha Tea,0
30888,Complete,6/4/2025,12:16,8,Taro Tea,0
30889,Complete,6/4/2025,12:02,15.5,"Taro Tea, Fruit Tea",0
30890,Complete,6/4/2025,19:52,14,"Classic Milk Tea, Classic Milk Tea",0
30891,Complete,6/4/2025,20:52,7,Classic Milk Tea,0
30892,Complete,6/4/2025,9:34,23,"Classic Milk Tea, Matcha Tea, Taro Tea",0
30893,Complete,6/4/2025,12:18,7.5,Fruit Tea,0
30894,Complete,6/4/2025,13:33,22.5,"Classic Milk Tea, Taro Tea, Fruit Tea",0
30895,Complete,6/4/2025,14:15,16,"Matcha Tea, Matcha Tea",0
30896,Complete,6/4/2025,16:41,8,Taro Tea,0
30897,Complete,6/4/2025,10:18,23,"Fruit Tea, Taro Tea, Fruit Tea",0
30898,Complete,6/4/2025,9:34,16,"Matcha Tea, Taro Tea",0
30899,Complete,6/4/2025,14:40,15,"Fruit Tea, Fruit Tea",0
30900,Complete,6/4/2025,9:38,23,"Taro Tea, Taro Tea, Classic Milk Tea",0
30901,Complete,6/4/2025,9:37,22.5,"Fruit Tea, Classic Milk Tea, Matcha Tea",0
30902,Complete,6/4/2025,14:35,16,"Taro Tea, Matcha Tea",0
30903,Complete,6/4/2025,11:25,24,"Taro Tea, Matcha Tea, Taro Tea",0
30904,Complete,6/4/2025,9:20,8,Taro Tea,0
30905,Complete,6/4/2025,10:45,23,"Matcha Tea, Matcha Tea, Classic Milk Tea",0
30906,Complete,6/4/2025,13:14,7,Classic Milk Tea,0
30907,Complete,6/4/2025,14:06,23,"Fruit Tea, Taro Tea, Fruit Tea",0
30908,Complete,6/4/2025,11:13,16,"Taro Tea, Matcha Tea",0
30909,Complete,6/4/2025,10:06,7,Classic Milk Tea,0
30910,Complete,6/4/2025,11:10,7.5,Fruit Tea,0
30911,Complete,6/4/2025,17:52,23,"Taro Tea, Matcha Tea, Classic Milk Tea",0
30912,Complete,6/4/2025,12:40,22.5,"Fruit Tea, Matcha Tea, Classic Milk Tea",0
30913,Complete,6/4/2025,12:04,7,Classic Milk Tea,0
30914,Complete,6/4/2025,10:21,14.5,"Fruit Tea, Classic Milk Tea",0
30915,Complete,6/4/2025,21:28,15.5,"Matcha Tea, Fruit Tea",0
30916,Complete,6/4/2025,18:03,7,Classic Milk Tea,0
30917,Complete,6/4/2025,17:03,7.5,Fruit Tea,0
30918,Complete,6/4/2025,9:40,8,Matcha Tea,0
30919,Complete,6/4/2025,20:05,8,Matcha Tea,0
30920,Complete,6/4/2025,19:29,7,Classic Milk Tea,0
30921,Complete,6/4/2025,20:39,15.5,"Fruit Tea, Taro Tea",0
30922,Complete,6/4/2025,20:26,16,"Matcha Tea, Taro Tea",0
30923,Complete,6/4/2025,11:03,22.5,"Fruit Tea, Fruit Tea, Fruit Tea",0
30924,Complete,6/4/2025,13:55,21,"Classic Milk Tea, Classic Milk Tea, Classic Milk Tea",0
30925,Complete,6/4/2025,16:44,8,Matcha Tea,0
30926,Complete,6/4/2025,16:25,14.5,"Fruit Tea, Classic Milk Tea",0
30927,Complete,6/4/2025,13:28,22.5,"Classic Milk Tea, Fruit Tea, Matcha Tea",0
30928,Complete,6/4/2025,15:05,15.5,"Matcha Tea, Fruit Tea",0
30929,Complete,6/4/2025,15:56,16,"Matcha Tea, Matcha Tea",0
30930,Complete,6/4/2025,11:58,16,"Taro Tea, Taro Tea",0
30931,Complete,6/4/2025,17:36,7.5,Fruit Tea,0
30932,Complete,6/4/2025,11:45,24,"Taro Tea, Matcha Tea, Matcha Tea",0
30933,Complete,6/4/2025,9:42,23,"Matcha Tea, Fruit Tea, Fruit Tea",0
30934,Complete,6/4/2025,18:38,23.5,"Taro Tea, Fruit Tea, Matcha Tea",0
30935,Complete,6/4/2025,17:28,15.5,"Taro Tea, Fruit Tea",0
30936,Complete,6/4/2025,11:03,23.5,"Fruit Tea, Matcha Tea, Matcha Tea",0
30937,Complete,6/4/2025,12:01,23,"Classic Milk Tea, Taro Tea, Taro Tea",0
30938,Complete,6/4/2025,17:57,15,"Matcha Tea, Classic Milk Tea",0
30939,Complete,6/4/2025,16:56,7.5,Fruit Tea,0
30940,Complete,6/4/2025,21:55,15,"Fruit Tea, Fruit Tea",0
30941,Complete,6/4/2025,14:50,16,"Matcha Tea, Taro Tea",0
30942,Complete,6/4/2025,17:10,15,"Matcha Tea, Classic Milk Tea",0
30943,Complete,6/4/2025,13:01,15,"Classic Milk Tea, Taro Tea",0
30944,Complete,6/4/2025,19:17,22,"Classic Milk Tea, Taro Tea, Classic Milk Tea",0
30945,Complete,6/4/2025,12:02,16,"Matcha Tea, Taro Tea",0
30946,Complete,6/4/2025,17:45,16,"Matcha Tea, Taro Tea",0
30947,Complete,6/4/2025,18:19,15,"Classic Milk Tea, Taro Tea",0
30948,Complete,6/4/2025,14:01,24,"Matcha Tea, Matcha Tea, Taro Tea",0
30949,Complete,6/4/2025,20:21,8,Taro Tea,0
30950,Complete,6/4/2025,17:00,15,"Classic Milk Tea, Matcha Tea",0
30951,Complete,6/4/2025,14:34,21.5,"Fruit Tea, Classic Milk Tea, Classic Milk Tea",0
30952,Complete,6/4/2025,18:36,22,"Fruit Tea, Classic Milk Tea, Fruit Tea",0
30953,Complete,6/4/2025,16:59,8,Matcha Tea,0
30954,Complete,6/4/2025,13:01,8,Taro Tea,0
30955,Complete,6/4/2025,13:22,15,"Taro Tea, Classic Milk Tea",0
30956,Complete,6/4/2025,16:32,15.5,"Taro Tea, Fruit Tea",0
30957,Complete,6/4/2025,19:03,15.5,"Matcha Tea, Fruit Tea",0
30958,Complete,6/4/2025,10:59,23.5,"Fruit Tea, Taro Tea, Taro Tea",0
30959,Complete,6/4/2025,16:05,7.5,Fruit Tea,0
30960,Complete,6/4/2025,11:59,23.5,"Matcha Tea, Matcha Tea, Fruit Tea",0
30961,Complete,6/4/2025,14:34,23,"Matcha Tea, Matcha Tea, Classic Milk Tea",0
30962,Complete,6/4/2025,11:50,23.5,"Taro Tea, Matcha Tea, Fruit Tea",0
30963,Complete,6/4/2025,14:25,8,Matcha Tea,0
30964,Complete,6/4/2025,15:49,8,Matcha Tea,0
30965,Complete,6/4/2025,14:24,15.5,"Matcha Tea, Fruit Tea",0
30966,Complete,6/4/2025,17:47,14.5,"Classic Milk Tea, Fruit Tea",0
30967,Complete,6/4/2025,18:10,16,"Matcha Tea, Taro Tea",0
30968,Complete,6/4/2025,21:29,22,"Classic Milk Tea, Classic Milk Tea, Taro Tea",0
30969,Complete,6/4/2025,19:23,22.5,"Fruit Tea, Fruit Tea, Fruit Tea",0
30970,Complete,6/4/2025,16:09,16,"Matcha Tea, Matcha Tea",0
30971,Complete,6/4/2025,11:22,15.5,"Fruit Tea, Matcha Tea",0
30972,Complete,6/4/2025,21:58,15,"Matcha Tea, Classic Milk Tea",0
30973,Complete,6/4/2025,20:35,7,Classic Milk Tea,0
30974,Complete,6/4/2025,17:31,8,Taro Tea,0
30975,Complete,6/4/2025,18:44,8,Matcha Tea,0
30976,Complete,6/4/2025,18:24,15,"Taro Tea, Classic Milk Tea",0
30977,Complete,6/4/2025,14:19,7,Classic Milk Tea,0
30978,Complete,6/4/2025,20:33,7.5,Fruit Tea,0
30979,Complete,6/4/2025,20:40,22.5,"Classic Milk Tea, Matcha Tea, Fruit Tea",0
30980,Complete,6/4/2025,21:47,23,"Matcha Tea, Classic Milk Tea, Matcha Tea",0
30981,Complete,6/4/2025,13:43,23,"Fruit Tea, Fruit Tea, Taro Tea",0
30982,Complete,6/4/2025,10:35,23,"Classic Milk Tea, Matcha Tea, Taro Tea",0
30983,Complete,6/4/2025,10:28,16,"Taro Tea, Matcha Tea",0
30984,Complete,6/4/2025,11:30,15.5,"Matcha Tea, Fruit Tea",0
30985,Complete,6/4/2025,9:05,23.5,"Fruit Tea, Matcha Tea, Taro Tea",0
30986,Complete,6/4/2025,17:59,23,"Classic Milk Tea, Taro Tea, Taro Tea",0
30987,Complete,6/4/2025,16:57,23.5,"Matcha Tea, Fruit Tea, Taro Tea",0
30988,Complete,6/4/2025,10:47,16,"Taro Tea, Matcha Tea",0
30989,Complete,6/4/2025,14:59,8,Taro Tea,0
30990,Complete,6/4/2025,15:47,22,"Classic Milk Tea, Classic Milk Tea, Matcha Tea",0
30991,Complete,6/4/2025,19:52,8,Taro Tea,0
30992,Complete,6/4/2025,21:44,7,Classic Milk Tea,0
30993,Complete,6/4/2025,18:38,15.5,"Fruit Tea, Taro Tea",0
30994,Complete,6/4/2025,14:13,14,"Classic Milk Tea, Classic Milk Tea",0
30995,Complete,6/4/2025,19:07,23.5,"Matcha Tea, Taro Tea, Fruit Tea",0
30996,Complete,6/4/2025,9:06,23.5,"Fruit Tea, Matcha Tea, Matcha Tea",0
30997,Complete,6/4/2025,16:18,7,Classic Milk Tea,0
30998,Complete,6/4/2025,18:53,7.5,Fruit Tea,0
30999,Complete,6/4/2025,11:03,7.5,Fruit Tea,0
31000,Complete,6/4/2025,16:09,21.5,"Classic Milk Tea, Fruit Tea, Classic Milk Tea",0
31001,Complete,6/4/2025,19:32,23.5,"Matcha Tea, Fruit Tea, Taro Tea",0
31002,Complete,6/4/2025,19:20,16,"Taro Tea, Taro Tea",0
31003,Complete,6/4/2025,9:13,22.5,"Fruit Tea, Taro Tea, Classic Milk Tea",0
31004,Complete,6/4/2025,13:38,7,Classic Milk Tea,0
31005,Complete,6/4/2025,9:44,22,"Classic Milk Tea, Classic Milk Tea, Matcha Tea",0
31006,Complete,6/4/2025,19:22,7,Classic Milk Tea,0
31007,Complete,6/4/2025,20:16,15,"Fruit Tea, Fruit Tea",0
31008,Complete,6/4/2025,12:48,22,"Classic Milk Tea, Matcha Tea, Classic Milk Tea",0
31009,Complete,6/4/2025,14:54,7,Classic Milk Tea,0
31010,Complete,6/4/2025,17:14,7,Classic Milk Tea,0
31011,Complete,6/4/2025,21:41,23.5,"Matcha Tea, Matcha Tea, Fruit Tea",0
31012,Complete,6/4/2025,10:18,23.5,"Matcha Tea, Fruit Tea, Matcha Tea",0
31013,Complete,6/4/2025,20:21,22.5,"Fruit Tea, Fruit Tea, Fruit Tea",0
31014,Complete,6/4/2025,14:17,8,Matcha Tea,0
31015,Complete,6/4/2025,19:35,22,"Fruit Tea, Classic Milk Tea, Fruit Tea",0
31016,Complete,6/4/2025,14:56,23,"Fruit Tea, Fruit Tea, Matcha Tea",0
31017,Complete,6/4/2025,9:27,16,"Taro Tea, Taro Tea",0
31018,Complete,6/4/2025,20:34,16,"Matcha Tea, Taro Tea",0
31019,Complete,6/4/2025,19:27,8,Taro Tea,0
31020,Complete,6/4/2025,21:31,8,Taro Tea,0
31021,Complete,6/4/2025,11:10,23.5,"Taro Tea, Fruit Tea, Taro Tea",0
31022,Complete,6/4/2025,15:14,7.5,Fruit Tea,0
31023,Complete,6/4/2025,14:22,7.5,Fruit Tea,0
31024,Complete,6/4/2025,21:03,16,"Matcha Tea, Taro Tea",0
31025,Complete,6/4/2025,16:43,15,"Classic Milk Tea, Taro Tea",0
31026,Complete,6/4/2025,13:10,16,"Matcha Tea, Matcha Tea",0
31027,Complete,6/4/2025,17:41,7,Classic Milk Tea,0
31028,Complete,6/4/2025,18:07,22.5,"Taro Tea, Fruit Tea, Classic Milk Tea",0
31029,Complete,6/4/2025,9:41,15.5,"Fruit Tea, Matcha Tea",0
31030,Complete,6/4/2025,11:40,7.5,Fruit Tea,0
31031,Complete,6/4/2025,18:55,8,Matcha Tea,0
31032,Complete,6/4/2025,13:59,15,"Classic Milk Tea, Matcha Tea",0
31033,Complete,6/4/2025,20:37,15,"Classic Milk Tea, Taro Tea",0
31034,Complete,6/4/2025,12:12,22.5,"Classic Milk Tea, Fruit Tea, Matcha Tea",0
31035,Complete,6/4/2025,12:49,22.5,"Fruit Tea, Taro Tea, Classic Milk Tea",0
31036,Complete,6/4/2025,10:16,8,Taro Tea,0
31037,Complete,6/4/2025,11:41,7.5,Fruit Tea,0
31038,Complete,6/4/2025,17:55,23,"Matcha Tea, Classic Milk Tea, Matcha Tea",0
31039,Complete,6/4/2025,18:01,14,"Classic Milk Tea, Classic Milk Tea",0
31040,Complete,6/4/2025,11:54,23.5,"Matcha Tea, Matcha Tea, Fruit Tea",0
31041,Complete,6/4/2025,12:53,15,"Matcha Tea, Classic Milk Tea",0
31042,Complete,6/4/2025,16:21,14,"Classic Milk Tea, Classic Milk Tea",0
31043,Complete,6/4/2025,19:18,21,"Classic Milk Tea, Classic Milk Tea, Classic Milk Tea",0
31044,Complete,6/4/2025,20:55,23,"Matcha Tea, Fruit Tea, Fruit Tea",0
31045,Complete,6/4/2025,18:19,7.5,Fruit Tea,0
31046,Complete,6/4/2025,20:54,23.5,"Taro Tea, Fruit Tea, Taro Tea",0
31047,Complete,6/5/2025,15:19,16,"Matcha Tea, Taro Tea",0
31048,Complete,6/5/2025,13:32,23,"Taro Tea, Taro Tea, Classic Milk Tea",0
31049,Complete,6/5/2025,12:42,16,"Matcha Tea, Taro Tea",0
31050,Complete,6/5/2025,12:50,22.5,"Taro Tea, Classic Milk Tea, Fruit Tea",0
31051,Complete,6/5/2025,21:00,23,"Taro Tea, Taro Tea, Classic Milk Tea",0
31052,Complete,6/5/2025,15:10,22.5,"Matcha Tea, Fruit Tea, Classic Milk Tea",0
31053,Complete,6/5/2025,11:59,23,"Taro Tea, Taro Tea, Classic Milk Tea",0
31054,Complete,6/5/2025,21:11,16,"Taro Tea, Taro Tea",0
31055,Complete,6/5/2025,20:26,15.5,"Matcha Tea, Fruit Tea",0
31056,Complete,6/5/2025,18:49,8,Taro Tea,0
31057,Complete,6/5/2025,14:00,7,Classic Milk Tea,0
31058,Complete,6/5/2025,12:21,23,"Matcha Tea, Matcha Tea, Classic Milk Tea",0
31059,Complete,6/5/2025,15:27,8,Taro Tea,0
31060,Complete,6/5/2025,11:45,23,"Taro Tea, Fruit Tea, Fruit Tea",0
31061,Complete,6/5/2025,15:48,16,"Taro Tea, Matcha Tea",0
31062,Complete,6/5/2025,14:11,22.5,"Fruit Tea, Taro Tea, Classic Milk Tea",0
31063,Complete,6/5/2025,14:03,15,"Taro Tea, Classic Milk Tea",0
31064,Complete,6/5/2025,21:13,22,"Matcha Tea, Classic Milk Tea, Classic Milk Tea",0
31065,Complete,6/5/2025,9:05,23.5,"Matcha Tea, Matcha Tea, Fruit Tea",0
31066,Complete,6/5/2025,15:03,22.5,"Taro Tea, Classic Milk Tea, Fruit Tea",0
31067,Complete,6/5/2025,11:54,22,"Classic Milk Tea, Taro Tea, Classic Milk Tea",0
31068,Complete,6/5/2025,10:12,22,"Classic Milk Tea, Taro Tea, Classic Milk Tea",0
31069,Complete,6/5/2025,13:20,8,Taro Tea,0
31070,Complete,6/5/2025,15:40,14,"Classic Milk Tea, Classic Milk Tea",0
31071,Complete,6/5/2025,9:34,23,"Fruit Tea, Fruit Tea, Taro Tea",0
31072,Complete,6/5/2025,14:06,7,Classic Milk Tea,0
31073,Complete,6/5/2025,14:01,22.5,"Taro Tea, Fruit Tea, Classic Milk Tea",0
31074,Complete,6/5/2025,20:04,22.5,"Classic Milk Tea, Fruit Tea, Matcha Tea",0
31075,Complete,6/5/2025,14:33,22,"Fruit Tea, Classic Milk Tea, Fruit Tea",0
31076,Complete,6/5/2025,12:00,22.5,"Classic Milk Tea, Matcha Tea, Fruit Tea",0
31077,Complete,6/5/2025,18:30,22,"Fruit Tea, Classic Milk Tea, Fruit Tea",0
31078,Complete,6/5/2025,16:04,23.5,"Matcha Tea, Taro Tea, Fruit Tea",0
31079,Complete,6/5/2025,20:59,14.5,"Fruit Tea, Classic Milk Tea",0
31080,Complete,6/5/2025,10:09,24,"Matcha Tea, Taro Tea, Matcha Tea",0
31081,Complete,6/5/2025,20:18,8,Matcha Tea,0
31082,Complete,6/5/2025,18:13,15,"Taro Tea, Classic Milk Tea",0
31083,Complete,6/5/2025,15:49,8,Taro Tea,0
31084,Complete,6/5/2025,20:10,16,"Taro Tea, Matcha Tea",0
31085,Complete,6/5/2025,19:50,24,"Taro Tea, Matcha Tea, Taro Tea",0
31086,Complete,6/5/2025,14:50,23,"Taro Tea, Matcha Tea, Classic Milk Tea",0
31087,Complete,6/5/2025,17:38,23,"Classic Milk Tea, Matcha Tea, Matcha Tea",0
31088,Complete,6/5/2025,11:41,16,"Taro Tea, Matcha Tea",0
31089,Complete,6/5/2025,10:57,8,Taro Tea,0
31090,Complete,6/5/2025,20:10,8,Taro Tea,0
31091,Complete,6/5/2025,16:33,14.5,"Fruit Tea, Classic Milk Tea",0
31092,Complete,6/5/2025,17:02,8,Taro Tea,0
31093,Complete,6/5/2025,13:04,16,"Matcha Tea, Taro Tea",0
31094,Complete,6/5/2025,14:44,8,Matcha Tea,0
31095,Complete,6/5/2025,15:27,14.5,"Fruit Tea, Classic Milk Tea",0
31096,Complete,6/5/2025,14:27,24,"Taro Tea, Taro Tea, Taro Tea",0
31097,Complete,6/5/2025,17:47,15.5,"Taro Tea, Fruit Tea",0
31098,Complete,6/5/2025,21:58,7.5,Fruit Tea,0
31099,Complete,6/5/2025,19:58,24,"Matcha Tea, Matcha Tea, Matcha Tea",0
31100,Complete,6/5/2025,16:18,14,"Classic Milk Tea, Classic Milk Tea",0
31101,Complete,6/5/2025,20:27,7,Classic Milk Tea,0
31102,Complete,6/5/2025,17:00,23.5,"Matcha Tea, Matcha Tea, Fruit Tea",0
31103,Complete,6/5/2025,17:48,14,"Classic Milk Tea, Classic Milk Tea",0
31104,Complete,6/5/2025,16:55,16,"Matcha Tea, Matcha Tea",0
31105,Complete,6/5/2025,13:57,8,Matcha Tea,0
31106,Complete,6/5/2025,14:03,22,"Fruit Tea, Classic Milk Tea, Fruit Tea",0
31107,Complete,6/5/2025,20:11,22,"Classic Milk Tea, Taro Tea, Classic Milk Tea",0
31108,Complete,6/5/2025,20:59,15,"Matcha Tea, Classic Milk Tea",0
31109,Complete,6/5/2025,16:20,7,Classic Milk Tea,0
31110,Complete,6/5/2025,21:40,23.5,"Matcha Tea, Taro Tea, Fruit Tea",0
31111,Complete,6/5/2025,20:16,8,Taro Tea,0
31112,Complete,6/5/2025,16:56,23,"Classic Milk Tea, Matcha Tea, Taro Tea",0
31113,Complete,6/5/2025,14:57,22.5,"Fruit Tea, Taro Tea, Classic Milk Tea",0
31114,Complete,6/5/2025,10:40,22.5,"Fruit Tea, Matcha Tea, Classic Milk Tea",0
31115,Complete,6/5/2025,10:02,23,"Classic Milk Tea, Taro Tea, Matcha Tea",0
31116,Complete,6/5/2025,18:36,23.5,"Matcha Tea, Matcha Tea, Fruit Tea",0
31117,Complete,6/5/2025,17:20,16,"Taro Tea, Matcha Tea",0
31118,Complete,6/5/2025,20:57,8,Taro Tea,0
31119,Complete,6/5/2025,11:26,15,"Matcha Tea, Classic Milk Tea",0
31120,Complete,6/5/2025,11:21,16,"Matcha Tea, Matcha Tea",0
31121,Complete,6/5/2025,14:07,23,"Fruit Tea, Fruit Tea, Taro Tea",0
31122,Complete,6/5/2025,9:25,22,"Classic Milk Tea, Taro Tea, Classic Milk Tea",0
31123,Complete,6/5/2025,10:18,7.5,Fruit Tea,0
31124,Complete,6/5/2025,12:55,14,"Classic Milk Tea, Classic Milk Tea",0
31125,Complete,6/5/2025,9:14,21,"Classic Milk Tea, Classic Milk Tea, Classic Milk Tea",0
31126,Complete,6/5/2025,15:07,7.5,Fruit Tea,0
31127,Complete,6/5/2025,15:07,8,Taro Tea,0
31128,Complete,6/5/2025,21:59,15,"Taro Tea, Classic Milk Tea",0
31129,Complete,6/5/2025,13:12,15,"Taro Tea, Classic Milk Tea",0
31130,Complete,6/5/2025,12:58,16,"Matcha Tea, Taro Tea",0
31131,Complete,6/5/2025,13:52,15,"Taro Tea, Classic Milk Tea",0
31132,Complete,6/5/2025,9:19,22.5,"Fruit Tea, Classic Milk Tea, Taro Tea",0
31133,Complete,6/5/2025,16:29,8,Matcha Tea,0
31134,Complete,6/5/2025,19:04,15,"Classic Milk Tea, Taro Tea",0
31135,Complete,6/5/2025,18:04,7,Classic Milk Tea,0
31136,Complete,6/5/2025,18:54,15,"Taro Tea, Classic Milk Tea",0
31137,Complete,6/5/2025,10:06,23.5,"Taro Tea, Taro Tea, Fruit Tea",0
31138,Complete,6/5/2025,10:47,15,"Classic Milk Tea, Matcha Tea",0
31139,Complete,6/5/2025,12:30,8,Matcha Tea,0
31140,Complete,6/5/2025,18:48,16,"Taro Tea, Taro Tea",0
31141,Complete,6/5/2025,9:21,15.5,"Taro Tea, Fruit Tea",0
31142,Complete,6/5/2025,11:37,7.5,Fruit Tea,0
31143,Complete,6/5/2025,14:26,23,"Classic Milk Tea, Matcha Tea, Taro Tea",0
