Order_ID,Product_ID,Item_ID,Size,Sugar,Ice,Extra_Milk
13764,10,13764 1,Small,0,75,0
13764,20,13764 1,Bucees_Large,75,0,1
13764,16,13764 1,Bucees_Large,100,75,1
13765,13,13765 1,Bucees_Large,100,50,0
13765,25,13765 1,Bucees_Large,75,50,1
13765,21,13765 1,Small,0,100,1
13765,3,13765 1,Bucees_Large,100,75,0
13765,2,13765 1,Bucees_Large,0,0,0
13766,17,13766 1,Large,50,75,1
13766,13,13766 1,Large,0,50,1
13766,3,13766 1,Small,100,0,1
13766,21,13766 1,Medium,75,0,1
13767,9,13767 1,Bucees_Large,75,50,0
13767,25,13767 1,Medium,0,50,1
13767,3,13767 1,Small,75,75,1
13767,21,13767 1,Small,0,0,1
13768,18,13768 1,Small,50,100,0
13768,20,13768 1,Small,75,100,1
13768,11,13768 1,Large,50,0,0
13768,20,13768 1,Bucees_Large,75,75,1
13768,23,13768 1,Large,0,75,1
13769,4,13769 1,Medium,75,50,0
13769,7,13769 1,Medium,50,100,0
13769,17,13769 1,Medium,100,100,0
13769,20,13769 1,Small,75,75,1
13770,25,13770 1,Medium,50,50,1
13771,4,13771 1,Medium,50,75,0
13771,12,13771 1,Large,100,75,1
13772,12,13772 1,Large,100,100,0
13772,13,13772 1,Medium,0,75,1
13772,14,13772 1,Large,0,75,0
13772,7,13772 1,Medium,50,50,1
13772,17,13772 1,Bucees_Large,75,75,1
13773,15,13773 1,Medium,50,0,1
13773,3,13773 1,Bucees_Large,75,50,1
13773,2,13773 1,Small,0,0,1
13773,16,13773 1,Bucees_Large,0,0,1
13773,8,13773 1,Medium,50,0,0
13774,25,13774 1,Large,50,50,1
13774,6,13774 1,Bucees_Large,75,0,1
13775,15,13775 1,Bucees_Large,50,50,0
13775,15,13775 1,Bucees_Large,50,0,1
13775,13,13775 1,Medium,50,100,0
13775,9,13775 1,Small,75,75,1
13775,9,13775 1,Medium,100,75,1
13776,11,13776 1,Small,100,50,0
13776,19,13776 1,Medium,100,50,0
13776,5,13776 1,Large,0,0,0
13777,7,13777 1,Bucees_Large,100,100,1
13777,25,13777 1,Medium,0,75,1
13777,2,13777 1,Bucees_Large,100,75,1
13778,9,13778 1,Bucees_Large,50,75,1
13779,10,13779 1,Small,75,75,0
13779,16,13779 1,Medium,100,50,0
13779,25,13779 1,Small,50,100,0
13779,1,13779 1,Bucees_Large,0,75,1
13780,22,13780 1,Large,50,50,0
13780,17,13780 1,Medium,0,100,1
13780,24,13780 1,Small,100,100,1
13781,8,13781 1,Small,0,100,1
13782,2,13782 1,Large,100,100,0
13783,18,13783 1,Large,0,0,0
13783,24,13783 1,Small,50,75,1
13783,11,13783 1,Medium,0,0,1
13783,18,13783 1,Small,0,50,0
13783,9,13783 1,Bucees_Large,75,50,1
13784,3,13784 1,Medium,100,100,0
13784,6,13784 1,Large,75,0,1
13784,13,13784 1,Medium,100,75,0
13784,17,13784 1,Small,50,0,1
13785,16,13785 1,Small,75,100,0
13785,25,13785 1,Bucees_Large,50,50,1
13785,9,13785 1,Medium,0,75,1
13785,9,13785 1,Small,100,50,0
13785,24,13785 1,Small,50,100,1
13786,19,13786 1,Large,50,0,0
13786,22,13786 1,Bucees_Large,50,50,0
13786,20,13786 1,Bucees_Large,0,0,1
13787,8,13787 1,Bucees_Large,50,0,0
13787,1,13787 1,Bucees_Large,0,100,0
13788,6,13788 1,Medium,75,50,0
13788,18,13788 1,Small,50,100,1
13788,3,13788 1,Small,100,75,0
13788,20,13788 1,Large,100,100,0
13788,24,13788 1,Medium,0,100,1
13789,8,13789 1,Small,75,100,1
13790,19,13790 1,Large,75,100,0
13790,13,13790 1,Medium,50,0,0
13790,15,13790 1,Bucees_Large,0,75,1
13790,13,13790 1,Bucees_Large,0,100,0
13790,10,13790 1,Large,50,75,0
13791,9,13791 1,Medium,75,100,0
13791,22,13791 1,Large,100,75,0
13791,14,13791 1,Medium,50,75,0
13792,25,13792 1,Medium,75,100,1
13792,8,13792 1,Medium,75,50,1
13792,10,13792 1,Bucees_Large,75,100,1
13792,19,13792 1,Bucees_Large,50,0,1
13793,12,13793 1,Small,75,50,1
13793,1,13793 1,Medium,50,50,0
13793,7,13793 1,Large,75,50,0
13793,8,13793 1,Medium,75,0,0
13794,2,13794 1,Small,100,50,1
13794,1,13794 1,Medium,0,75,1
13794,13,13794 1,Medium,50,75,1
13794,12,13794 1,Medium,0,100,1
13794,23,13794 1,Medium,50,75,0
13795,8,13795 1,Small,0,75,1
13795,11,13795 1,Small,50,0,0
13796,21,13796 1,Medium,100,50,1
13797,22,13797 1,Small,75,75,0
13798,24,13798 1,Bucees_Large,100,75,1
13798,3,13798 1,Small,0,100,0
13798,14,13798 1,Large,0,50,1
13799,11,13799 1,Medium,50,75,0
13799,10,13799 1,Small,0,0,0
13800,5,13800 1,Medium,0,100,0
13800,14,13800 1,Large,100,75,1
13801,23,13801 1,Bucees_Large,75,100,1
13801,14,13801 1,Large,75,0,1
13801,8,13801 1,Small,100,100,1
13801,4,13801 1,Small,100,100,0
13802,20,13802 1,Bucees_Large,100,0,1
13803,17,13803 1,Small,100,0,1
13803,13,13803 1,Small,0,50,1
13804,15,13804 1,Small,0,100,0
13804,19,13804 1,Bucees_Large,0,50,0
13804,6,13804 1,Bucees_Large,50,100,1
13804,25,13804 1,Medium,50,75,1
13804,8,13804 1,Medium,0,50,0
13805,18,13805 1,Bucees_Large,0,0,1
13805,1,13805 1,Small,100,50,1
13805,18,13805 1,Medium,75,0,1
13805,25,13805 1,Medium,100,50,1
13805,22,13805 1,Small,75,0,1
13806,9,13806 1,Bucees_Large,0,75,0
13806,13,13806 1,Medium,100,0,0
13806,21,13806 1,Medium,75,0,0
13806,23,13806 1,Large,75,100,1
13807,11,13807 1,Small,75,0,1
13808,10,13808 1,Large,50,0,1
13808,25,13808 1,Medium,0,75,1
13808,14,13808 1,Bucees_Large,50,0,0
13808,17,13808 1,Medium,50,100,1
13809,2,13809 1,Medium,0,100,1
13810,16,13810 1,Medium,50,75,1
13810,16,13810 1,Large,100,0,0
13810,23,13810 1,Small,75,75,1
13810,10,13810 1,Medium,100,50,0
13810,9,13810 1,Bucees_Large,0,0,1
13811,17,13811 1,Medium,0,100,0
13811,6,13811 1,Large,100,100,1
13811,19,13811 1,Small,0,75,0
13811,15,13811 1,Bucees_Large,50,50,1
13812,8,13812 1,Small,75,100,1
13812,4,13812 1,Medium,100,0,1
13812,5,13812 1,Small,0,50,1
13813,21,13813 1,Medium,50,0,1
13814,16,13814 1,Bucees_Large,50,0,0
13814,7,13814 1,Medium,50,100,1
13815,13,13815 1,Large,0,0,1
13815,24,13815 1,Bucees_Large,0,50,0
13815,19,13815 1,Bucees_Large,100,100,0
13815,16,13815 1,Medium,0,75,0
13815,24,13815 1,Small,50,0,1
13816,14,13816 1,Medium,50,50,1
13817,8,13817 1,Large,50,50,1
13817,1,13817 1,Medium,75,75,0
13817,6,13817 1,Bucees_Large,75,75,0
13817,9,13817 1,Bucees_Large,100,0,1
13817,16,13817 1,Large,0,0,0
13818,19,13818 1,Bucees_Large,75,50,0
13818,3,13818 1,Small,100,50,1
13818,11,13818 1,Large,100,0,1
13818,6,13818 1,Large,50,100,0
13819,3,13819 1,Medium,0,100,1
13820,14,13820 1,Bucees_Large,75,100,0
13820,6,13820 1,Small,0,0,1
13821,6,13821 1,Bucees_Large,100,100,0
13821,11,13821 1,Medium,0,100,0
13821,10,13821 1,Small,0,0,0
13821,10,13821 1,Large,0,75,1
13821,23,13821 1,Small,0,0,0
13822,21,13822 1,Large,50,50,1
13822,21,13822 1,Bucees_Large,75,75,0
13823,1,13823 1,Medium,50,100,0
13824,11,13824 1,Bucees_Large,100,0,0
13824,14,13824 1,Bucees_Large,0,75,0
13824,16,13824 1,Medium,0,75,0
13824,18,13824 1,Medium,0,100,1
13824,14,13824 1,Large,75,100,0
13825,1,13825 1,Bucees_Large,50,75,0
13825,5,13825 1,Medium,0,75,0
13825,7,13825 1,Medium,100,0,0
13826,11,13826 1,Medium,100,100,1
13827,22,13827 1,Medium,50,75,1
13827,17,13827 1,Medium,0,75,1
13827,17,13827 1,Small,100,50,0
13827,13,13827 1,Bucees_Large,0,0,0
13827,14,13827 1,Medium,100,75,1
13828,17,13828 1,Small,0,100,1
13829,19,13829 1,Small,50,100,1
13829,10,13829 1,Medium,75,50,0
13829,21,13829 1,Medium,50,75,1
13830,12,13830 1,Bucees_Large,50,75,1
13831,8,13831 1,Large,100,0,1
13831,24,13831 1,Large,50,75,0
13831,13,13831 1,Small,50,50,0
13831,18,13831 1,Small,100,100,1
13831,17,13831 1,Bucees_Large,0,100,0
13832,2,13832 1,Large,75,100,1
13832,6,13832 1,Small,0,75,0
13832,17,13832 1,Small,75,100,1
13832,9,13832 1,Large,50,50,0
13832,18,13832 1,Large,0,100,0
13833,24,13833 1,Large,50,100,1
13833,7,13833 1,Bucees_Large,50,0,0
13834,22,13834 1,Bucees_Large,100,75,0
13834,24,13834 1,Bucees_Large,100,100,1
13834,19,13834 1,Bucees_Large,50,100,0
13834,6,13834 1,Bucees_Large,100,50,0
13835,21,13835 1,Large,50,50,1
13835,22,13835 1,Bucees_Large,75,0,0
13835,14,13835 1,Bucees_Large,0,50,1
13836,24,13836 1,Medium,75,0,0
13836,2,13836 1,Large,100,100,0
13836,17,13836 1,Bucees_Large,0,50,0
13837,19,13837 1,Medium,75,75,0
13838,22,13838 1,Medium,100,0,1
13838,13,13838 1,Medium,0,100,1
13839,18,13839 1,Bucees_Large,50,75,0
13839,22,13839 1,Large,0,75,1
13839,23,13839 1,Large,100,50,0
13839,11,13839 1,Large,0,0,1
13840,12,13840 1,Large,75,75,1
13841,4,13841 1,Large,0,0,1
13841,6,13841 1,Medium,50,100,1
13841,7,13841 1,Bucees_Large,0,0,1
13841,6,13841 1,Bucees_Large,0,100,0
13841,16,13841 1,Large,75,75,0
13842,18,13842 1,Small,50,75,1
13842,19,13842 1,Large,100,75,1
13843,23,13843 1,Bucees_Large,50,0,0
13843,23,13843 1,Bucees_Large,50,100,1
13843,15,13843 1,Medium,0,50,0
13843,24,13843 1,Medium,100,0,0
13844,8,13844 1,Large,0,100,0
13844,21,13844 1,Medium,50,75,0
13844,22,13844 1,Small,75,75,0
13844,1,13844 1,Medium,100,0,0
13845,8,13845 1,Medium,75,100,0
13845,22,13845 1,Large,100,50,1
13845,25,13845 1,Medium,0,75,1
13845,13,13845 1,Medium,50,75,1
13846,11,13846 1,Large,100,100,0
13846,20,13846 1,Bucees_Large,100,100,1
13846,10,13846 1,Small,100,75,1
13846,22,13846 1,Small,0,50,1
13847,2,13847 1,Medium,0,50,0
13847,15,13847 1,Small,75,0,1
13848,8,13848 1,Bucees_Large,0,75,1
13848,1,13848 1,Bucees_Large,75,75,0
13848,22,13848 1,Large,75,0,0
13848,19,13848 1,Small,50,50,1
13849,4,13849 1,Small,75,50,0
13850,14,13850 1,Bucees_Large,50,75,1
13850,6,13850 1,Small,75,100,1
13850,25,13850 1,Medium,50,75,1
13850,2,13850 1,Bucees_Large,50,50,0
13850,21,13850 1,Medium,100,0,1
13851,7,13851 1,Small,0,0,1
13851,24,13851 1,Bucees_Large,100,75,1
13852,2,13852 1,Medium,0,50,1
13853,23,13853 1,Bucees_Large,50,50,0
13853,6,13853 1,Small,100,50,0
13854,21,13854 1,Bucees_Large,75,100,1
13854,17,13854 1,Large,75,50,0
13854,12,13854 1,Small,50,0,0
13855,20,13855 1,Small,100,50,1
13855,21,13855 1,Medium,50,100,0
13855,23,13855 1,Bucees_Large,0,50,0
13856,12,13856 1,Bucees_Large,50,75,1
13856,5,13856 1,Bucees_Large,75,0,0
13856,21,13856 1,Medium,0,75,0
13856,12,13856 1,Small,50,50,1
13856,3,13856 1,Large,0,75,1
13857,9,13857 1,Small,75,100,0
13857,5,13857 1,Large,100,50,0
13857,17,13857 1,Bucees_Large,0,0,0
13857,21,13857 1,Small,50,0,1
13858,7,13858 1,Medium,0,0,1
13858,24,13858 1,Small,100,100,0
13858,15,13858 1,Bucees_Large,100,0,0
13858,19,13858 1,Medium,50,0,1
13859,9,13859 1,Medium,75,100,1
13859,6,13859 1,Large,100,50,1
13859,12,13859 1,Bucees_Large,0,75,0
13860,1,13860 1,Large,50,75,1
13860,18,13860 1,Medium,50,100,0
13860,11,13860 1,Large,50,100,1
13861,11,13861 1,Small,100,0,0
13861,17,13861 1,Large,75,50,1
13861,1,13861 1,Small,75,50,1
13861,19,13861 1,Large,50,75,1
13861,6,13861 1,Medium,75,75,1
13862,19,13862 1,Small,0,0,0
13862,7,13862 1,Large,0,0,1
13862,16,13862 1,Small,0,50,0
13863,13,13863 1,Small,0,50,1
13863,2,13863 1,Large,75,100,1
13863,11,13863 1,Medium,50,100,0
13863,17,13863 1,Medium,75,0,1
13863,14,13863 1,Medium,50,50,0
13864,17,13864 1,Medium,0,100,0
13864,2,13864 1,Small,100,75,1
13864,8,13864 1,Medium,100,100,1
13864,20,13864 1,Bucees_Large,100,0,0
13864,11,13864 1,Small,0,75,0
13865,19,13865 1,Small,50,0,0
13865,15,13865 1,Bucees_Large,75,75,1
13865,7,13865 1,Bucees_Large,100,100,1
13866,13,13866 1,Small,50,50,0
13866,11,13866 1,Small,100,75,1
13866,6,13866 1,Medium,75,100,0
13867,11,13867 1,Medium,75,50,0
13867,20,13867 1,Large,50,0,0
13868,10,13868 1,Large,50,50,1
13868,7,13868 1,Large,100,75,1
13868,20,13868 1,Bucees_Large,50,75,1
13869,14,13869 1,Bucees_Large,75,50,1
13869,10,13869 1,Medium,0,50,0
13869,7,13869 1,Large,50,75,0
13869,12,13869 1,Small,75,0,1
13870,19,13870 1,Small,0,75,0
13870,7,13870 1,Large,50,50,0
13870,16,13870 1,Medium,50,0,0
13871,2,13871 1,Medium,0,0,1
13871,6,13871 1,Large,100,100,1
13871,2,13871 1,Bucees_Large,0,0,0
13871,17,13871 1,Bucees_Large,50,0,0
13872,20,13872 1,Small,50,100,0
13872,16,13872 1,Bucees_Large,0,0,1
13872,20,13872 1,Large,100,50,0
13872,14,13872 1,Small,100,50,0
13873,9,13873 1,Bucees_Large,0,0,1
13873,5,13873 1,Small,100,0,1
13873,23,13873 1,Medium,75,75,0
13873,1,13873 1,Medium,100,50,1
13874,24,13874 1,Bucees_Large,75,100,0
13874,21,13874 1,Small,100,75,0
13874,24,13874 1,Medium,100,100,1
13875,19,13875 1,Small,50,0,1
13875,22,13875 1,Bucees_Large,0,75,0
13875,24,13875 1,Medium,100,50,1
13875,18,13875 1,Medium,50,0,0
13875,25,13875 1,Large,50,0,1
13876,8,13876 1,Medium,50,50,0
13876,10,13876 1,Small,50,75,0
13876,4,13876 1,Large,50,50,0
13876,10,13876 1,Bucees_Large,100,0,0
13876,13,13876 1,Small,0,50,1
13877,11,13877 1,Medium,100,75,0
13877,11,13877 1,Small,50,0,0
13877,8,13877 1,Bucees_Large,75,100,1
13877,16,13877 1,Large,0,0,1
13877,20,13877 1,Medium,50,75,1
13878,13,13878 1,Bucees_Large,0,75,1
13878,17,13878 1,Bucees_Large,75,100,0
13878,18,13878 1,Bucees_Large,50,75,0
13878,7,13878 1,Medium,75,0,0
13879,17,13879 1,Large,0,100,1
13879,5,13879 1,Small,100,50,1
13879,19,13879 1,Bucees_Large,100,75,0
13879,11,13879 1,Bucees_Large,75,75,1
13879,17,13879 1,Medium,0,100,0
13880,19,13880 1,Medium,0,50,0
13881,17,13881 1,Bucees_Large,75,75,0
13881,6,13881 1,Bucees_Large,50,75,0
13882,16,13882 1,Small,100,50,1
13883,22,13883 1,Medium,100,75,0
13883,22,13883 1,Small,75,50,1
13883,7,13883 1,Small,0,100,1
13883,3,13883 1,Medium,100,75,1
13883,18,13883 1,Large,75,50,0
13884,14,13884 1,Medium,75,50,1
13884,3,13884 1,Medium,75,0,0
13884,17,13884 1,Large,100,100,0
13884,12,13884 1,Large,75,75,0
13885,14,13885 1,Large,75,50,1
13885,12,13885 1,Bucees_Large,0,75,0
13886,5,13886 1,Bucees_Large,75,100,1
13886,16,13886 1,Large,100,75,1
13886,18,13886 1,Medium,75,0,0
13886,12,13886 1,Large,50,100,1
13886,8,13886 1,Large,50,0,1
13887,5,13887 1,Bucees_Large,75,75,1
13887,3,13887 1,Large,0,50,0
13887,16,13887 1,Medium,50,0,0
13887,1,13887 1,Bucees_Large,100,75,0
13888,17,13888 1,Small,100,0,1
13888,20,13888 1,Medium,100,50,0
13888,19,13888 1,Large,0,75,1
13888,8,13888 1,Small,75,50,0
13888,2,13888 1,Bucees_Large,100,50,1
13889,23,13889 1,Medium,75,50,0
13889,17,13889 1,Small,0,0,0
13889,21,13889 1,Large,100,100,1
13889,18,13889 1,Bucees_Large,100,50,0
13890,11,13890 1,Small,50,75,0
13890,20,13890 1,Small,100,75,1
13890,1,13890 1,Small,50,0,1
13890,9,13890 1,Small,0,0,1
13891,11,13891 1,Medium,75,50,0
13891,16,13891 1,Medium,50,0,0
13892,10,13892 1,Small,100,100,0
13892,14,13892 1,Large,50,100,0
13893,21,13893 1,Small,0,75,0
13893,3,13893 1,Medium,75,100,1
13893,15,13893 1,Small,100,100,0
13894,17,13894 1,Medium,50,0,1
13895,3,13895 1,Small,0,100,0
13896,7,13896 1,Small,100,0,1
13896,3,13896 1,Medium,0,50,1
13896,12,13896 1,Small,0,75,0
13897,6,13897 1,Bucees_Large,50,50,1
13898,14,13898 1,Medium,75,100,0
13899,6,13899 1,Small,100,75,1
13900,10,13900 1,Bucees_Large,50,75,0
13900,14,13900 1,Small,50,100,0
13900,21,13900 1,Small,100,75,0
13900,12,13900 1,Bucees_Large,75,50,1
13901,10,13901 1,Medium,100,75,1
13901,6,13901 1,Small,0,50,1
13901,15,13901 1,Medium,0,75,0
13902,13,13902 1,Small,50,50,1
13902,10,13902 1,Medium,100,50,1
13902,5,13902 1,Small,50,50,0
13903,20,13903 1,Bucees_Large,0,100,0
13903,2,13903 1,Medium,0,75,0
13903,10,13903 1,Bucees_Large,100,0,1
13903,22,13903 1,Medium,50,75,1
13903,21,13903 1,Bucees_Large,0,0,1
13904,12,13904 1,Bucees_Large,100,0,0
13905,4,13905 1,Bucees_Large,100,50,1
13905,3,13905 1,Medium,100,100,0
13905,3,13905 1,Small,50,75,1
13905,7,13905 1,Medium,100,0,1
13906,6,13906 1,Large,75,0,0
13906,5,13906 1,Bucees_Large,50,0,1
13907,3,13907 1,Medium,100,50,1
13907,9,13907 1,Large,50,50,0
13908,1,13908 1,Small,0,100,0
13909,21,13909 1,Medium,75,75,1
13909,15,13909 1,Small,50,50,0
13909,3,13909 1,Large,0,75,0
13909,11,13909 1,Small,50,100,1
13909,20,13909 1,Medium,0,75,0
13910,5,13910 1,Medium,100,50,0
13910,20,13910 1,Bucees_Large,100,0,0
13910,3,13910 1,Medium,75,0,1
13910,5,13910 1,Large,50,50,1
13911,8,13911 1,Small,0,75,1
13911,24,13911 1,Medium,100,0,0
13911,10,13911 1,Bucees_Large,50,100,1
13911,17,13911 1,Medium,50,100,0
13911,9,13911 1,Medium,0,50,1
13912,19,13912 1,Bucees_Large,50,75,0
13912,2,13912 1,Large,75,75,1
13912,12,13912 1,Bucees_Large,0,75,1
13912,24,13912 1,Bucees_Large,0,75,0
13912,11,13912 1,Bucees_Large,75,50,0
13913,21,13913 1,Large,50,75,1
13913,24,13913 1,Small,75,75,0
13913,18,13913 1,Medium,100,50,0
13914,3,13914 1,Small,50,75,1
13914,22,13914 1,Medium,0,75,0
13915,1,13915 1,Medium,75,75,0
13916,13,13916 1,Large,50,50,0
13916,23,13916 1,Medium,100,50,1
13916,10,13916 1,Bucees_Large,50,0,1
13916,2,13916 1,Small,0,0,1
13916,23,13916 1,Large,75,50,1
13917,12,13917 1,Bucees_Large,0,0,0
13917,4,13917 1,Bucees_Large,0,75,1
13918,4,13918 1,Large,75,50,0
13918,23,13918 1,Small,50,0,0
13918,23,13918 1,Medium,75,50,1
13919,1,13919 1,Small,50,75,1
13919,2,13919 1,Large,75,75,0
13919,15,13919 1,Bucees_Large,50,50,0
13919,22,13919 1,Bucees_Large,0,100,1
13919,9,13919 1,Large,75,50,0
13920,7,13920 1,Small,75,50,0
13921,25,13921 1,Large,0,100,0
13921,6,13921 1,Large,50,100,0
13921,24,13921 1,Bucees_Large,100,50,0
13921,22,13921 1,Bucees_Large,0,0,1
13921,25,13921 1,Large,50,75,1
13922,21,13922 1,Bucees_Large,50,50,1
13922,19,13922 1,Large,50,50,0
13922,21,13922 1,Small,0,50,0
13922,2,13922 1,Medium,75,0,0
13922,15,13922 1,Large,100,50,1
13923,17,13923 1,Large,0,50,1
13923,2,13923 1,Bucees_Large,75,75,1
13923,16,13923 1,Small,0,100,1
13923,1,13923 1,Small,100,0,1
13924,10,13924 1,Medium,50,0,0
13924,5,13924 1,Small,50,100,0
13924,6,13924 1,Large,75,75,0
13924,17,13924 1,Small,100,0,0
13925,5,13925 1,Bucees_Large,75,50,1
13925,22,13925 1,Large,75,0,1
13926,3,13926 1,Large,75,100,0
13927,7,13927 1,Medium,0,50,1
13927,20,13927 1,Bucees_Large,100,50,1
13928,8,13928 1,Bucees_Large,100,100,1
13929,20,13929 1,Small,100,75,0
13929,5,13929 1,Large,100,0,0
13930,19,13930 1,Small,100,75,0
13930,5,13930 1,Small,75,50,0
13930,8,13930 1,Large,75,0,0
13930,14,13930 1,Large,50,50,0
13930,18,13930 1,Small,75,100,0
13931,8,13931 1,Medium,75,100,1
13931,13,13931 1,Bucees_Large,100,0,0
13931,1,13931 1,Large,50,100,0
13931,15,13931 1,Small,100,75,1
13932,19,13932 1,Medium,50,50,0
13933,9,13933 1,Small,50,75,1
13933,10,13933 1,Medium,75,100,1
13933,7,13933 1,Medium,100,100,0
13933,11,13933 1,Medium,50,50,0
13934,23,13934 1,Bucees_Large,75,0,1
13934,21,13934 1,Bucees_Large,0,0,0
13935,5,13935 1,Large,75,75,0
13936,15,13936 1,Bucees_Large,75,100,1
13936,1,13936 1,Bucees_Large,50,100,1
13936,4,13936 1,Large,50,0,0
13936,14,13936 1,Bucees_Large,0,75,0
13937,14,13937 1,Bucees_Large,0,100,0
13937,3,13937 1,Small,100,0,1
13937,1,13937 1,Large,75,50,1
13938,6,13938 1,Large,100,50,0
13938,25,13938 1,Medium,100,0,0
13938,11,13938 1,Medium,100,50,0
13938,13,13938 1,Small,75,50,0
13938,22,13938 1,Medium,75,100,1
13939,1,13939 1,Large,50,50,0
13939,18,13939 1,Small,100,0,1
13939,3,13939 1,Bucees_Large,0,0,0
13939,6,13939 1,Small,100,0,1
13940,6,13940 1,Bucees_Large,50,0,1
13940,18,13940 1,Bucees_Large,100,50,0
13940,18,13940 1,Large,0,75,1
13940,1,13940 1,Bucees_Large,100,50,1
13940,5,13940 1,Medium,100,50,1
13941,9,13941 1,Bucees_Large,0,0,1
13941,21,13941 1,Small,100,50,1
13941,21,13941 1,Medium,75,100,0
13941,14,13941 1,Bucees_Large,100,75,0
13941,15,13941 1,Small,75,75,1
13942,5,13942 1,Small,0,50,1
13942,9,13942 1,Small,75,100,1
13943,14,13943 1,Medium,50,75,0
13943,12,13943 1,Medium,75,50,0
13943,8,13943 1,Small,0,0,0
13943,2,13943 1,Large,0,50,1
13944,22,13944 1,Medium,100,75,1
13944,16,13944 1,Medium,50,50,1
13944,5,13944 1,Bucees_Large,50,75,1
13944,9,13944 1,Small,50,0,0
13945,23,13945 1,Large,100,50,0
13945,24,13945 1,Medium,0,75,0
13945,20,13945 1,Medium,75,50,1
13945,21,13945 1,Small,100,0,1
13945,12,13945 1,Small,75,50,1
13946,7,13946 1,Bucees_Large,100,0,0
13947,5,13947 1,Small,100,75,0
13947,13,13947 1,Bucees_Large,100,100,0
13948,19,13948 1,Small,0,50,0
13948,5,13948 1,Bucees_Large,100,75,0
13948,21,13948 1,Bucees_Large,50,0,1
13949,5,13949 1,Small,50,75,0
13949,17,13949 1,Medium,75,50,1
13949,23,13949 1,Medium,75,0,0
13949,5,13949 1,Small,100,100,1
13949,20,13949 1,Small,100,75,1
13950,9,13950 1,Small,50,100,0
13950,7,13950 1,Small,0,75,0
13950,4,13950 1,Medium,75,100,0
13950,18,13950 1,Small,50,50,1
13950,6,13950 1,Medium,100,75,0
13951,21,13951 1,Small,100,100,1
13951,24,13951 1,Small,0,0,0
13951,8,13951 1,Medium,75,75,0
13952,25,13952 1,Small,100,75,1
13952,23,13952 1,Large,0,0,1
13953,18,13953 1,Large,0,0,1
13953,17,13953 1,Small,0,75,1
13953,9,13953 1,Bucees_Large,75,75,1
13953,2,13953 1,Large,50,50,0
13953,20,13953 1,Small,100,0,1
13954,8,13954 1,Medium,75,100,1
13955,18,13955 1,Large,0,75,0
13956,25,13956 1,Large,50,50,1
13956,18,13956 1,Bucees_Large,0,75,0
13956,16,13956 1,Small,75,0,0
13956,19,13956 1,Medium,50,0,0
13956,7,13956 1,Large,100,50,0
13957,23,13957 1,Medium,0,0,1
13957,19,13957 1,Medium,75,0,0
13957,23,13957 1,Large,50,75,1
13957,17,13957 1,Medium,0,75,1
13957,11,13957 1,Medium,0,100,1
13958,9,13958 1,Small,0,75,0
13958,6,13958 1,Large,0,0,1
13959,2,13959 1,Small,50,100,1
13959,12,13959 1,Large,75,75,0
13960,4,13960 1,Small,50,50,1
13961,8,13961 1,Small,75,50,0
13961,11,13961 1,Medium,100,75,0
13961,13,13961 1,Bucees_Large,75,100,0
13961,5,13961 1,Medium,75,50,0
13962,23,13962 1,Bucees_Large,50,50,1
13962,22,13962 1,Medium,50,50,1
13962,2,13962 1,Small,0,50,0
13962,12,13962 1,Medium,50,100,0
13962,1,13962 1,Small,100,50,0
13963,12,13963 1,Bucees_Large,50,75,0
13964,17,13964 1,Large,100,50,1
13965,19,13965 1,Bucees_Large,75,0,1
13965,14,13965 1,Large,100,100,0
13965,8,13965 1,Small,75,50,0
13965,15,13965 1,Large,100,75,1
13966,8,13966 1,Bucees_Large,100,50,1
13966,21,13966 1,Medium,100,50,0
13966,7,13966 1,Small,75,0,1
13966,4,13966 1,Large,75,0,1
13967,20,13967 1,Medium,50,100,0
13967,10,13967 1,Large,100,100,1
13968,18,13968 1,Medium,100,100,1
13968,25,13968 1,Medium,0,50,0
13968,10,13968 1,Medium,50,50,0
13969,18,13969 1,Small,100,50,0
13969,25,13969 1,Medium,75,0,0
13969,17,13969 1,Bucees_Large,0,100,0
13970,10,13970 1,Small,100,0,1
13970,10,13970 1,Medium,0,0,0
13970,3,13970 1,Large,50,100,1
13970,7,13970 1,Small,100,0,1
13970,18,13970 1,Bucees_Large,0,0,0
13971,12,13971 1,Small,100,0,0
13971,9,13971 1,Bucees_Large,75,75,1
13971,1,13971 1,Medium,50,0,0
13971,16,13971 1,Large,75,75,1
13971,10,13971 1,Large,75,50,1
13972,16,13972 1,Bucees_Large,50,75,1
13973,10,13973 1,Small,50,0,0
13974,25,13974 1,Medium,75,75,0
13974,1,13974 1,Bucees_Large,75,0,1
13975,13,13975 1,Small,50,75,0
13975,13,13975 1,Medium,0,75,0
13975,18,13975 1,Bucees_Large,50,0,1
13975,7,13975 1,Small,75,100,0
13975,7,13975 1,Medium,50,0,1
13976,15,13976 1,Bucees_Large,100,0,0
13976,9,13976 1,Small,100,50,1
13976,4,13976 1,Large,50,75,0
13977,6,13977 1,Small,0,100,1
13977,15,13977 1,Medium,0,50,1
13977,20,13977 1,Bucees_Large,50,100,1
13977,17,13977 1,Large,100,0,1
13978,18,13978 1,Bucees_Large,100,50,0
13978,5,13978 1,Medium,75,0,1
13978,16,13978 1,Medium,0,0,0
13978,24,13978 1,Medium,75,50,1
13979,12,13979 1,Small,50,0,0
13979,24,13979 1,Small,75,50,0
13980,9,13980 1,Medium,75,75,0
